system:index,NDVI_mean,NDVI_stdDev,NDWI_mean,NDWI_stdDev,date,.geo
20200827T112121_20200827T112452_T29TPE,0.3082362818704776,0.1876615837509093,-0.09745783011095442,0.13787841796761233,2020-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200901T112119_20200901T112648_T29TPE,0.27574802167678536,0.15253047904739236,-0.07100306639018478,0.11842363313738159,2020-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200906T112121_20200906T112451_T29TPE,0.30758467929216526,0.20567597176026273,-0.09168779513432165,0.14694136238963892,2020-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200921T112119_20200921T112115_T29TPE,0.27550517409239417,0.1735261852143066,-0.13390410411493406,0.13945184709090602,2020-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200926T112121_20200926T112452_T29TPE,0.3288260623168437,0.20285831948982097,-0.1456695810992869,0.1531695168854808,2020-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201006T112121_20201006T112455_T29TPE,0.3216672441831746,0.18066630267576786,-0.14648502686229584,0.1401994188252573,2020-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T112119_20201011T112135_T29TPE,0.3367429780149517,0.18700991662269273,-0.13197743305687035,0.14315285698832372,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201110T112309_20201110T112450_T29TPE,0.4906328757581254,0.18694698430496784,0.02314855254085909,0.16094084060845715,2020-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201120T112359_20201120T112447_T29TPE,0.578527989754103,0.1972761276977973,0.0429801941093485,0.17765908104583633,2020-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201205T112441_20201205T112447_T29TPE,0.6232734654212561,0.18555349591956774,0.142262413141876,0.17805481129238518,2020-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201220T112359_20201220T112444_T29TPE,0.46838725525807096,0.23337640088014136,0.16018424338499695,0.14923341708166743,2020-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201230T112359_20201230T112446_T29TPE,0.6482565837692742,0.16577336393209866,0.13015629876658594,0.1711468102664811,2020-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210114T112431_20210114T112450_T29TPE,0.5996186914414794,0.1590488917637122,0.1313675374747263,0.1669412106777438,2021-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210213T112151_20210213T112445_T29TPE,0.5626549217435118,0.18230768072057962,0.16638615409124002,0.1437298758465831,2021-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210223T112111_20210223T112449_T29TPE,0.6072773007638718,0.12472250982666201,0.15612290548015764,0.12555956572117227,2021-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210228T112109_20210228T112803_T29TPE,0.6514369814375168,0.1507114732686033,0.15673802333166917,0.15542852834678267,2021-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210310T112119_20210310T112113_T29TPE,0.6506666678515538,0.16353044729790794,0.14332782042094067,0.1618747245626595,2021-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210315T112111_20210315T112446_T29TPE,0.633679521854226,0.15844443040641404,0.14496927695707576,0.15404912117580727,2021-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210320T112109_20210320T112112_T29TPE,0.6287094337058262,0.16984560802802695,0.14172808039298687,0.1588298628047508,2021-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210325T112111_20210325T112409_T29TPE,0.5967410451875459,0.1594976538240081,0.14322234843001175,0.1503210437593784,2021-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210404T112111_20210404T112443_T29TPE,0.5953716995789162,0.16581343032515528,0.12614242779252946,0.1544023017548692,2021-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210504T112111_20210504T112445_T29TPE,0.5828546801610064,0.18938728621937037,0.1297049851698408,0.17016989644133163,2021-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210514T112111_20210514T112449_T29TPE,0.5483094664498951,0.18945811990400802,0.10146535275883113,0.16455715413444544,2021-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210519T112119_20210519T112113_T29TPE,0.5039201181830267,0.1705836514654721,0.07751296147617419,0.14319837095957,2021-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210529T112119_20210529T112823_T29TPE,0.4003365686230651,0.16226429759854155,-0.01943527400298998,0.12934079296641457,2021-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210608T112119_20210608T112114_T29TPE,0.36229250921505624,0.15785185001290802,-0.048322103229394224,0.11652501093909864,2021-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210613T112111_20210613T112447_T29TPE,0.35462584037242073,0.16156896716621172,-0.039754293432634265,0.1150135595801273,2021-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210623T112121_20210623T112448_T29TPE,0.2561967891398449,0.18785376948918434,-0.058068601415468046,0.13084977779196433,2021-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210628T112119_20210628T112114_T29TPE,0.3445141115732773,0.16962193573099807,-0.10292980489200518,0.13185845675683522,2021-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210703T112121_20210703T112449_T29TPE,0.2908254645009623,0.18671730704262685,-0.10364914123468048,0.13766492689570786,2021-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T112119_20210708T112115_T29TPE,0.33518276322332186,0.1743097563403005,-0.10524862718118337,0.13763269356782787,2021-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T112121_20210713T112450_T29TPE,0.32799568265813034,0.18374168725795267,-0.09910223219563596,0.1436861508030614,2021-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210718T112119_20210718T112951_T29TPE,0.3151662447749203,0.18858280855029724,-0.1075903603107632,0.14886989904358333,2021-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210728T112119_20210728T112520_T29TPE,0.3186439001002348,0.19075634746613415,-0.10598715462487693,0.15464279297548997,2021-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210807T112119_20210807T112114_T29TPE,0.3216902258012811,0.19143757436490066,-0.08623521857494712,0.15649610587884616,2021-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210812T112121_20210812T112449_T29TPE,0.3142021644084475,0.1912587810092328,-0.08460007661740533,0.1501029250632501,2021-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210817T112119_20210817T112113_T29TPE,0.30546762012116185,0.19061059842938113,-0.09829017989851399,0.1511958389853975,2021-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210822T112121_20210822T112449_T29TPE,0.31459437822722697,0.19529689507703782,-0.08541571069823477,0.151753165409112,2021-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210827T112109_20210827T112111_T29TPE,0.30353276834705595,0.18942192215272394,-0.09604618247631821,0.14557512215847407,2021-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210916T112109_20210916T112109_T29TPE,0.30897435649385735,0.20493153136795003,-0.13339976062483833,0.16194394225392422,2021-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210921T112121_20210921T112452_T29TPE,0.35194994819474046,0.18659408537003405,-0.12564103046080366,0.1508681943120539,2021-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210926T112109_20210926T112745_T29TPE,0.39126478319036107,0.1926364642048099,-0.10062655243623274,0.15338953673654096,2021-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
